bikeid,tripduration_mins_sum
4130,1668.46
4131,603.65
4133,875.24
4134,495.6
4135,691.36
4137,958.65
4140,474.77
4144,195.67
4145,1101.9
4148,679.04
4149,1093.34
4150,646
4151,731.95
4154,58.06
4155,860.23
4156,800.76
4157,854.2
4158,715.75
4159,900.27
4160,680.89
4161,860.48
4165,850.01
4166,552.7
4167,714
4168,625.42
4169,207.83
4171,586.07
4173,1594.95
4174,377.37
4175,2160.06
4176,324.7
4177,251.79
4179,209.26
4180,1088.84
4184,687.88
4189,722.49
4190,73.2
4191,767.33
4192,694.85
4194,1096.81
4195,558.25
4196,890.35
4197,753.28
4198,829.2
4199,594.09
4200,1196.93
4202,905.79
4204,725.78
4207,799.13
4208,119.38
4210,622.18
4212,575.93
4213,693.59
4214,385.51
4215,922.91
4219,304.24
4220,1058.77
4222,857.04
4223,581.56
4244,1051.82
4245,1771.22
4247,665.4
4248,630.94
4250,878.79
4252,783.22
4254,549.07
4257,830.57
4259,63.96
4264,604.74
4265,885.65
4266,657.85
4269,664.39
4271,672.26
4272,1262.31
4275,2550.47
4276,874.72
4277,768.59
4278,147.82
4303,898.83
4344,360.59
4345,136.09
4347,136.44
4348,685.45
4349,835.18
4350,127.68
4351,1079.02
4352,697.34
4353,531.69
4357,897.56
4358,954.45
4359,944.13
4360,228.52
4361,707.08
4362,799.68
4364,333.23
4365,1588.21
4366,343.22
4367,119.12
4368,244.4
4369,741.87
4370,736.64
4371,476.68
4372,1042.78
4373,21.16
4375,837.71
4377,151.57
4378,567.78
4380,676.91
4381,330.13
4382,1483.42
4384,1131.8
4385,641.13
4387,745.2
4391,1215.03
4392,879.91
4393,89.69
4394,608.73
4396,626.25
4397,608.97
4398,14.5
4399,328.62
4400,744.28
4401,473.22
4402,79.78
4403,737.21
4404,57.11
4406,406.49
4407,167.67
4408,855.7
4410,125.21
4412,2509.98
4414,798.94
4415,721.43
4417,74.62
4419,3946.53
4420,919.06
4421,650.02
4423,171.99
4424,675
4425,574.19
4427,875.43
4429,835.87
4430,310.07
4432,790.88
4434,218.11
4435,757.28
4436,886.69
4439,1075.4
4441,1814.24
4442,775.61
4443,832.33
4446,1317.38
4447,32.8
4448,925.39
4450,333.74
4451,772.32
4453,307.75
4455,806.06
4456,760.31
4457,900.26
4458,340.93
4460,961.22
4462,681.99
4463,435.9
4465,798.88
4466,696.15
4467,600.65
4468,716.95
4469,747.68
4471,1012.42
4472,4481.44
4473,739.54
4474,141.5
4475,462.99
4478,853.64
4479,930.36
4483,706.81
4484,455.64
4485,726.93
4487,1083.56
4489,347.96
4490,375.21
4491,679.33
4492,735.39
4493,490.75
4494,419.53
4495,206.49
4496,632.9
4502,558.15
4503,538.94
4504,750.32
4506,641.32
4508,803
4509,486.24
4510,1067.53
4511,6.4
4513,90.43
4514,641.13
4517,82.37
4518,603.22
4520,716.2
4521,907.97
4523,454.84
4525,263.62
4526,1000.08
4527,317.96
4530,1094.91
4532,62.37
4535,1042.29
4536,4932.53
4538,746.87
4539,692.48
4540,226.88
4553,626.59
4558,1860.74
4560,222.62
4561,901.5
4562,889.9
4565,80.86
4587,289.46
4620,800.79
4654,583.43
4655,1166.73
4656,931.66
4657,993.61
4658,792.89
4659,4235.55
4660,619.83
4661,700.11
4662,955.73
4663,712.59
4664,577.73
4665,2004.53
4666,872.16
4667,1697.19
4668,425.19
4669,573.46
4670,945.71
4671,581.33
4672,441.77
4673,383.97
4674,70.2
4675,698.57
4676,825.35
4677,1059.07
4678,2552.36
4679,672.92
4680,808.8
4681,702.06
4682,630.13
4683,607.46
4684,74.85
4686,140.37
4687,841.08
4688,210.5
4689,1032.99
4690,324.15
4693,756.5
4694,101.41
4695,762.92
4698,319.31
4700,299.27
4702,819.61
4703,128.2
4704,751.31
4705,400.21
4706,430.28
4707,239.91
4708,955.8
4710,51.03
4711,499.51
4712,709.72
4713,1004.91
4714,14.65
4715,417.44
4716,800.36
4720,742.05
4722,515.77
4723,936.28
4724,580.75
4725,1129.76
4726,544.27
4729,779.33
4731,955.1
4732,799.77
4733,255.57
4734,659.7
4735,337.7
4736,551.74
4737,977.99
4738,201.68
4739,6933.56
4740,843.8
4742,33.67
4743,1080.42
4744,1032.14
4745,454.36
4748,521.56
4749,1256.81
4750,468.75
4751,181.92
4752,143.07
4753,1972.89
4755,529.93
4756,581.73
4757,482.35
4758,895.9
4759,587.79
4760,873.07
4761,288.78
4762,106.5
4763,3176.58
4765,337.78
4766,1041.29
4767,114.01
4768,611.02
4769,2831.79
4770,322.44
4771,346.23
4773,854.58
4774,86.09
4775,239.07
4776,836.65
4777,916.64
4778,950.07
4779,1922.36
4781,680.02
4782,908.61
4783,156.01
4784,1080.52
4786,519.62
4788,1797.31
4790,940.78
4791,729.48
4792,1047.05
4793,729.61
4794,258.13
4795,1184.55
4796,765.84
4797,790.76
4799,832.04
4800,12.92
4801,831.71
4802,283.49
4803,77.93
4804,85.76
4807,862.35
4809,1262.08
4810,1118.32
4811,556.74
4812,460.61
4814,563.95
4815,100.72
4816,603.24
4817,17.73
4820,782.92
4821,174.77
4822,639.99
4824,1044.98
4827,1006.6
4829,774.15
4830,572.19
4832,432.39
4833,1092
4835,622.87
4836,966.75
4837,116.78
4838,1236.78
4840,2197.9
4841,263.61
4843,46.38
4844,411.2
4845,705.31
4846,312.4
4847,582.47
4851,1441.96
4852,138.18
4853,688.3
4854,134.94
4855,169
4856,861.88
4858,946.8
4859,731.39
4860,602.97
4861,1186.67
4862,98.47
4863,1013.67
4864,117.69
4866,413.38
4867,377.2
4868,1279.03
4870,1030.39
4871,736.71
4872,624.04
4873,655.17
4874,416.51
4875,743.51
4876,550.2
4878,608.63
4880,970.42
4883,587.96
4884,157.9
4885,118.29
4886,201.79
4887,815.88
4888,630.71
4889,565.79
4890,787.83
4891,354.54
4894,131.65
4895,613.35
4896,760.56
4898,280.79
4901,596.82
4902,811.68
4904,904.82
4905,580.99
4906,979.27
4908,26.89
4910,845.62
4911,868.44
4912,262.77
4913,376.38
4914,887.49
4915,452.98
4918,1017.28
4919,576.22
4921,571.62
4923,709.87
4924,1187.75
4926,88.28
4928,754.08
4929,831.21
4930,566.93
4932,980.66
4934,76.73
4935,863.99
4937,735.86
4938,205.08
4939,294.92
4941,676.91
4943,210.54
4944,460.56
4945,924.81
4947,890.95
4948,843.3
4949,14.3
4950,797.71
4951,241.75
4953,1136.12
4954,478.44
4955,348.24
4956,926.29
4957,607.06
4958,24.23
4960,513.24
4962,408.92
4964,1013.17
4965,382.96
4966,756.31
4967,729.5
4968,555.13
4969,846.24
4970,850.66
4971,703.22
4972,1018.6
4973,330.53
4977,274.79
4978,792.33
4979,795.67
4980,612.86
4981,837.73
4982,910.91
4983,654.6
4985,826.88
4986,1076.65
4987,298.51
4988,715.49
4989,768.4
4990,808.95
4991,830.33
4994,1030.85
4995,523.36
4996,482.34
4997,601.53
4998,1059.04
5000,128.71
5002,909.69
5003,496.63
5004,156.71
5005,761.89
5006,864.24
5009,80.12
5010,330.71
5011,11.03
5012,1527
5013,585.28
5015,7686.87
5016,929.42
5018,548.19
5019,238.74
5022,642.66
5024,333.4
5025,649.48
5026,1098.15
5028,517.04
5029,38.62
5030,462.98
5031,399.2
5032,381.8
5033,303.08
5034,599.39
5035,685.25
5036,1017.44
5038,41.35
5039,592.16
5040,877.38
5042,558.78
5044,628.16
5046,644.78
5048,355.97
5049,550.07
5050,673.16
5051,189.76
5052,953.02
5053,2761.77
5055,1404.26
5056,718.02
5057,504.07
5061,214.25
5062,868.45
5063,768.26
5064,839.5
5065,501.39
5066,1080.21
5068,754.57
5070,998.03
5071,395.06
5075,799.21
5077,492.09
5078,970.65
5079,291.71
5082,572.46
5083,894.87
5084,623.04
5085,1012.82
5086,188.7
5088,3833.31
5091,377.06
5092,1072.48
5095,941.99
5096,568.07
5097,226.14
5100,958.99
5101,838.55
5103,4024.56
5104,1056.3
5107,985.95
5108,1005.68
5110,27.24
5111,585.36
5112,536.59
5113,798.93
5114,39.5
5115,947.9
5116,441.32
5117,609.38
5120,597.44
5122,697.78
5123,2942.48
5124,884.64
5125,527.85
5126,582.69
5128,886.44
5131,491.42
5137,1093.09
5138,1040.4
5139,483.23
5140,171.36
5141,738.09
5143,592.35
5144,665.32
5145,29.08
5147,1249.28
5148,651.71
5149,947.41
5150,376.75
5151,122.08
5152,591.4
5154,860.73
5156,694.26
5157,604.05
5158,339.37
5160,899.74
5161,750.28
5162,855.98
5163,568.95
5164,2318.57
5165,711.68
5166,493.47
5167,882.31
5168,906.3
5170,429.55
5171,562.41
5172,645.92
5175,442.78
5176,854.19
5177,541.68
5178,737.5
5179,1284.26
5180,538.15
5181,924.42
5182,591.8
5183,1153.81
5184,132.9
5186,769.76
5188,1568.15
5189,1181.94
5190,1983.8
5192,880.38
5193,569.91
5194,36.2
5195,806.78
5197,498.9
5200,325.64
5202,615.87
5203,859.07
5204,2695.79
5205,1280.64
5206,749.14
5207,459.09
5208,519.99
5209,849.94
5212,67.54
5213,262.26
5215,833.13
5216,1024.33
5217,21.13
5218,945.86
5220,712.89
5221,1562.25
5222,240.41
5223,665
5224,665.93
5225,955.59
5226,1145.99
5227,332.92
5228,1498.21
5230,667.77
5232,508.62
5233,763.21
5234,50.84
5235,137.5
5236,657.76
5237,62.44
5240,1273.52
5241,279.81
5242,808.47
5243,402.69
5245,367.4
5246,31844.4
5247,669.63
5248,706.81
5249,1116.95
5250,721.54
5252,1203.12
5253,1089.5
5254,750.5
5256,125.23
5257,808.06
5258,820.04
5259,363.66
5260,491.64
5261,846.2
5264,265.88
5265,399.51
5267,1186.98
5268,334.45
5269,634.06
5270,830.07
5271,912.72
5272,7.88
5273,657.16
5274,887.69
5276,603.93
5277,1375.89
5278,485.77
5279,2709.58
5280,1037.79
5281,430.18
5282,1190.23
5284,177.73
5286,944.67
5288,470.1
5290,245.83
5291,177.24
5292,551.02
5293,883.19
5294,455.35
5295,321.27
5296,95.12
5298,499.51
5299,519.99
5301,850.51
5303,38.29
5304,1924.02
5306,710.73
5307,656.96
5308,811.21
5309,12.91
5310,720.96
5311,832.46
5312,747.94
5313,521.21
5314,899.88
5316,615.42
5317,2053.39
5318,1314.11
5319,716.96
5320,1123.4
5322,721.23
5324,637.98
5326,836.49
5328,575.51
5329,700.53
5330,626.69
5333,152.99
5334,169.64
5338,3228.25
5339,853.69
5341,241.1
5342,449.13
5343,715.32
5344,626.54
5346,711.81
5348,885.62
5349,74.61
5350,768.58
5351,953.21
5352,298.63
5354,557.75
5355,2980.97
5356,78.03
5357,831.52
5359,754.89
5365,913.44
5366,824.61
5368,631.1
5369,1249.51
5372,357.89
5373,996.66
5374,655.12
5375,832.51
5376,196.77
5379,795.54
5380,971.2
5381,760.3
5382,680.35
5383,367.92
5384,720.53
5385,872.83
5386,884.5
5387,913.84
5389,914.6
5391,1022.8
5392,92.05
5393,1055.23
5394,146.88
5395,672.13
5396,958.23
5397,991.03
5398,406.59
5402,775.93
5404,360.5
5406,463.6
5407,696.73
5408,871.85
5409,685.56
5410,937.09
5412,603.95
5416,645.57
5417,40.75
5418,73.27
5419,878.58
5420,579.4
5421,583.14
5422,606.32
5425,615.55
5426,32.97
5427,996.05
5428,843.28
5430,811.6
5432,1097.8
5434,643.85
5435,919.19
5436,1079.46
5437,693.9
5438,1449.35
5441,468.7
5442,619.23
5443,882.24
5444,436.82
5445,1984.09
5447,357.3
5448,823.34
5451,310.16
5452,818.51
5454,641.24
5455,597.51
5456,449.39
5457,7959.7
5458,623.53
5459,14.45
5460,152.23
5461,756.32
5462,592.01
5463,224.52
5464,603.21
5465,2027.71
5466,951.3
5467,117.68
5468,1146.57
5469,375.51
5470,906.64
5473,258.68
5474,839.22
5475,858.2
5478,352.02
5479,980.87
5480,719.7
5481,902.77
5482,37.49
5483,602.55
5484,705.83
5485,1239.56
5486,854.05
5487,1.22
5490,747.4
5491,9767.83
5492,621.07
5493,729.96
5494,4456.83
5495,10.72
5496,648.26
5497,491.45
5498,1009.04
5499,1787.36
5500,601.32
5501,872.81
5502,856.07
5503,3252.52
5504,670.78
5505,699.05
5507,511.12
5508,849.07
5509,1314.76
5510,333.74
5511,886.52
5512,50
5514,496.09
5515,585.2
5518,214.97
5520,5434.89
5521,668.59
5522,368.44
5523,859.89
5525,214.38
5526,688.47
5527,457.97
5528,137.95
5529,634.54
5530,744.42
5532,344.23
5536,160.74
5537,388.67
5538,1222.66
5539,160.08
5540,752.65
5541,784.55
5542,538.47
5543,881.25
5544,1078.44
5545,880.75
5546,648.92
5547,295.66
5548,664.93
5550,593.69
5551,231.7
5555,815.89
5556,779.87
5557,252.41
5558,84.45
5559,757.13
5560,1089.45
5561,342.54
5562,18.92
5563,955.76
5564,782.34
5565,909.95
5567,326.49
5568,586.54
5569,1008.95
5570,998.32
5571,153.22
5572,984.56
5574,199.84
5575,1051.79
5576,604.32
5577,822.27
5579,743.69
5580,193.03
5581,734.11
5582,724.45
5583,589.87
5584,954.28
5585,688.72
5587,859.81
5588,575.11
5590,802
5591,716.39
5593,3436.49
5594,957.98
5595,907.75
5597,1923.81
5599,646.28
5600,1110.45
5602,664.32
5603,598.94
5605,964.32
5606,1423.05
5607,681.86
5608,836.89
5609,192.21
5610,1374.36
5611,416.02
5613,1156.34
5615,755.71
5616,966.25
5617,659.89
5619,269.87
5620,655.45
5622,1210.75
5624,403.26
5625,19.65
5626,699.91
5629,996.3
5631,19.43
5633,420.55
5635,797.16
5637,438.98
5638,536.82
5639,1010.42
5640,848.34
5641,845.76
5642,902.81
5643,634.31
5644,1036.96
5647,453.4
5648,1235.85
5650,705.22
5652,185.77
5654,834.27
5663,698.63
5666,796.76
5667,657.87
5669,772.89
5670,847.72
5671,899.08
5672,27.25
5674,397.98
5675,708.07
5677,872.84
5678,1233.78
5679,1000.23
5680,759.31
5681,1109.27
5683,577.8
5684,953.64
5686,561.02
5687,884.84
5688,1024.12
5691,167
5695,653.74
5696,553.51
5698,144.05
5699,1151.66
5700,869.43
5701,236.34
5702,835.52
5703,747
5704,586.55
5706,1026.83
5707,663.31
5708,888.33
5709,1915.54
5713,1126.29
5714,1436.58
5715,562.63
5716,138.45
5717,762.55
5721,801.02
5722,591.92
5723,864.34
5724,3866.56
5725,1180.18
5726,741.5
5727,101.76
5729,1705.24
5730,1341.88
5732,606.89
5734,472.64
5735,1178.64
5736,94.22
5738,1192.47
5739,683.05
5741,1093.53
5743,841.66
5744,687.17
5747,1076.92
5748,814.01
5749,471.28
5751,637.38
5752,954.54
5753,1775.3
5754,908.26
5755,958.98
5757,616.41
5758,1030.49
5762,5252.31
5763,823.87
5764,331.96
5766,880.23
5767,183.07
5768,888.65
5769,997.37
5770,664.17
5771,781.96
5773,104.38
5774,1018.98
5776,1116.58
5777,1384.09
5779,809.54
5781,1230.57
5782,324.95
5783,928.01
5785,1222.97
5787,9.37
5789,849.06
5791,503.86
5793,1329.08
5795,341.14
5796,133.3
5798,708.34
5800,1617.85
5801,786.59
5802,833.89
5803,1127.65
5804,716.07
5805,338.33
5806,1204.54
5807,365.67
5808,746.79
5809,790.07
5810,1039.38
5811,820.99
5812,801.14
5813,513.47
5814,557.13
5815,613.12
5818,9309.01
5819,419.23
5820,9324.52
5821,773.77
5822,1239.13
5823,5595.72
5824,460.92
5825,576.64
5827,978.12
5828,763.39
5830,572.86
5831,538.59
5833,924.06
5836,899.21
5837,484.78
5838,1353.01
5839,750.34
5840,806.26
5841,619.59
5842,681.5
5844,268.48
5845,334.98
5846,861.43
5847,1655.87
5850,1130.84
5851,582.64
5852,331.59
5853,286.08
5854,176.86
5856,746.97
5857,857.1
5860,880.69
5862,287.46
5863,170.98
5866,543.3
5867,215.3
5868,1012.5
5869,839.95
5871,1038.29
5872,474
5873,64.35
5874,298.45
5876,496.64
5877,719.15
5878,1043.54
5879,996.99
5880,330.94
5881,650.83
5884,1136.05
5886,732.63
5888,991.64
5889,578.89
5890,365.11
5892,1155.73
5893,925.67
5894,1063.5
5895,1025.97
5897,795.19
5898,680.48
5899,913.52
5900,427.81
5901,186.46
5902,911.12
5903,975.25
5904,718.12
5905,607.9
5906,1852.96
5907,12.43
5908,1193.11
5909,762.42
5910,824.58
5911,1309.26
5912,551.9
5913,736.57
5914,864.78
5915,148.02
5917,15.79
5918,836.81
5920,956.43
5921,365.16
5922,710.33
5923,674.99
5924,479.13
5925,3811.14
5926,1233.9
5927,523.18
5932,802.77
5933,1036.49
5934,564.29
5935,3915.17
5936,1442.65
5937,892.3
5938,649.24
5940,629.65
5942,705.07
5943,832.82
5944,671.06
5945,861.58
5946,75.43
5949,639.29
5950,219.61
5951,47.45
5952,1049.05
5955,561.93
5956,109.45
5957,457.37
5958,727.88
5959,518.94
5960,942.15
5962,691.84
5963,754.44
5965,1076.05
5966,2055.19
5967,493.38
5969,864.8
5971,544.56
5972,1132.56
5973,224.91
5974,361.44
5975,92.16
5976,745.91
5977,856.51
5978,1060.33
5980,563.76
5981,536.47
5982,789.68
5983,843.77
5984,1216.83
5985,727.94
5986,134.54
5987,980.81
5988,723.67
5989,867.32
5990,876.49
5991,1085
5992,347.84
5993,2051.48
5994,187.47
5995,1019.19
6000,847.4
6001,970.31
6002,498.36
6003,578.1
6004,463.48
6005,944.13
6006,1086.69
6007,484.22
6009,657.1
6010,200.74
6012,989.7
6013,803.62
6015,479.09
6016,761.13
6017,555.21
6018,23537.03
6020,501.89
6021,581
6022,855.12
6023,644.89
6024,949.97
6025,896.65
6026,116.08
6027,550.21
6028,482.45
6030,954.09
6031,1008.67
6032,102.8
6033,351.39
6035,508.31
6036,173.63
6037,792.76
6038,564.74
6039,100.69
6040,900.7
6044,447.55
6045,1029.22
6047,694.41
6048,820.64
6049,590.2
6050,1489.42
6051,516.46
6052,122.27
6053,177.5
6054,804.57
6056,1665.69
6057,837.81
6058,688.45
6059,867.43
6060,154.11
6061,660.64
6062,622.94
6063,6069.52
6064,634.6
6065,705.56
6066,159.24
6067,865.17
6069,130.53
6070,755.92
6071,18.6
6072,1017.69
6074,543.82
6075,808.82
6076,383.72
6077,993.29
6080,927.9
6081,692.17
6082,380.86
6083,882.19
6085,733.89
6086,1009.21
6087,330.72
6088,803.37
6090,497.94
6091,1151.38
6092,650.09
6093,503.14
6094,1133.34
6095,933.95
6096,820.68
6097,992.36
6098,1151.41
6099,578.52
6101,293.33
6102,362.05
6103,521.27
6104,890.73
6105,1476.14
6106,907.4
6107,682.26
6108,210.04
6110,698.38
6112,2873.11
6113,2359.34
6114,529.89
6115,247.16
6116,144.62
6117,780.07
6118,780
6119,1030.85
6120,4937.87
6121,16.52
6122,448.58
6123,685.81
6124,53.27
6125,228.81
6127,1267.07
6128,948.15
6129,415.59
6130,725.05
6131,681.54
6132,720.44
6133,1051.63
6134,870.47
6135,1038.39
6136,585.2
6139,835.64
6140,518.13
6142,151.12
6143,865.82
6145,645.27
6146,810.45
6148,1079.08
6149,887.12
6150,780.42
6152,727.83
6154,250.09
6156,1096.26
6157,1189.5
6159,1928.62
6160,915.94
6161,488.73
6172,1084.57
